"pack_id","app_id","app_title","created","app_info"
"prodserv","productos","Productos y servicios",2023-12-07T23:59:59,"Administración de productos y servicios"
"prodserv","linea","Línea de productos",2023-12-07T23:59:59,"Administración de líneas de productos"
